349 347 362 380 381
371 360 372 374 372
424 578 859 1186 1425
1505 1411 1141 729 265
-167 -562 -899 -1143 -1301
-1378 -1370 -1307 -1221 -1124
-1003 -863 -737 -615 -490
-385 -284 -178 -71 17
