420 869.00000000000000 408.8107986833580 400.639709940055 853.875837078991
396.7973279599056 851.80056237906695 851.80056237906695 391.150967513104 831.99000686586680
382.21829128060153 389.310107991595 825.948085732929 388.06168741739992 1198
1198 831.581089495744 371.9915421275756 830.8207679826180 368.3006505351643
371.6960463654548 818.2275613950104 366.6732153956410 366.60962408057526 823.6069236474721
354.309027282475 820.17471275814421 820.17471275814421 339.4912259278609 822.9284901759905
346.47694959812026 1193.8426506803396 1193.8426506803396 800.172677302968 313.1557364601006
308.9209766532757 795.46052000698330 297.1197585553878 295.9585515713790 816.8865711955744
297.05322082707431 821.89898987824620 287.6129160995946 285.1965888531218 808.0210106308514
286.9350070549238 279.3902764585013 814.538060190481 285.353571184727 1177.899186655032
827.3136180365972 284.32105627802576 284.42342239983742 811.2866004531074 286.989921564842
276.63600271702495 808.642580013526 274.42869294300556 805.4199320604521 811.0447163498757
826.0759192101087 1156.0669603457434 823.773976321019 814.46480932249460 809.459602914046
809.92086958702998 812.01227458114465 824.95436563976807 1182.126791811554 825.6400909591505
813.5178111786928 809.1196717133784 799.76592120388 792.946784437974 786.269519230075
1162.9550361786028 1160.89391920617 1165.071312283424 1177.0850660883477 1187.3711907148622
1178.6886297088115 1173.7562847845559 1148.0252568320273 1161.0597161244011 1175.1515465746984
1188.2910512137200 1215.0188177512844 1198.4249703663149 1200.2777819768316 1173.601250823832
1191.101396867711 1183.8122160327216 1169.1927508373353 1158.163910578461 1180.934519939957
1175.022714281219 1161.0670177370957 1143.749858361157 1149.782552091056 1174.5344609745166
