12950 13085.0109635073622 12734.156872577780 13342.183347934513 14162.258692495652
14850.133853910756 14270.9357109399589 14287.48318931764 13925.41736366488 13320.4324323871842
13103.077341603690 13599.3763130483458 13228.2410354447056 13445.916525271787 13275.260989999735
13610.232789870322 13561.65990526223 13987.7242765235624 14290.07535416912 14722.68059996935
14830.03771446374 14960.93525819092 15184.10954945488 14747.268462955291 15222.039497012358
14156.087771571216 13904.734902516471 13635.748839298654 13348.830187559317 13280.0747600016257
13311.773548161955 13272.989461785526 13101.8015626176020 13106.547633050644 12189.975049302488
11889.5641723339049 12093.94602102207 12275.389554513158 12257.38689622618 12011.8669290014204
11946.816676747520 11957.80030555768 11945.19651513568 11894.30353400480089 12237.30512073857
12315.02330433538 12288.347503331996 12403.6103448521 12907.472437403712 12982.633202304631
6850 6470.3533194081538 6288.827852352427 6342.8017982430247 5911.6347636500905
5406.701304494180 5692.781785055693 5613.77932064216293 5625.2236641949285 5281.068382343586563
5709.67285362578 5560.0908187135701 4898.85195320784 4850.652222956009 4820.3822566545705
4648.8023004273136 5017.63081610940208 5239.881996152585 5140.012773848179 4911.427781764790
4766.888029686286 4791.60937227810518 4588.5916255868815 5246.79316590184 5534.418868294708
5226.501078443029 5241.071722774897 5653.21564495189 5732.8444927161245 5728.6835266314929
5981.179649506898 5903.1284728434 5791.550942399205 6160.8949559642742 6124.9425156004427
6038.9810809702567 6257.7861093270840 6168.8997674993843 6217.7645072501828 6246.7305752629
6163.10995901971 5414.20429075016364 5765.429919797441 5680.809914353429 5544.9093708646778
5270.799370072639 5138.3343982675351 4978.817314872448 4934.497035680178 5321.1154357908499
6150 6187.7240506553435 6163.32636279293 6626.83456536871 6436.580735816648
5979.9150638590618 6102.932111528199 5973.569575680869 6046.94385134777 5753.4034489149362
5973.5299982899614 6391.478823120075 6129.1256643087445 6268.2034621085122 6354.873736902648
5617.70215179713 5617.38832293140240 5185.580775442937 4807.5810281553822 4899.481372854447
4776.6013405230951 4977.2141725393731 5510.804893462207 5147.40558095536 5769.6780728399644
5671.0066883309728 5889.6922145314447 5408.320613385747 5499.1660806126829 5202.5559774636968
5222.163038205073 5677.3855843690617 5846.08968511019 5716.0810774672318 6064.38902439054
5923.7967387391536 6544.865507814898 6877.016844755994 6871.71329201749 7129.562852707389
7256.9313235812106 6967.2326142129341 7223.740175940740 7460.094077537395 7866.16613826716
7789.3194239962522 8058.550489532513 8810.2766875283141 8562.7185716534823 8610.255580225692
350 131.8162612209293 -208.01854093745661 -701.5542307540948 -569.4673261216088
-690.3144829595277 -645.27769645750334 -1121.64917332806613 -1005.0174345842256 -1031.8752296243579
-839.50455312343547 -661.2406539677497 -734.74006153010816 -889.381050826904 -1269.1963058501049
-1573.377777496741 -1732.77915189814689 -1929.2881121792379 -1568.112190864738 -1349.3437953064326
-1720.2575345600874 -1277.98486758542072 -760.06168195169823 -539.3825557026646 -575.3546577551759
-706.13950843589760 -835.59803087501552 -735.492438489655 -963.42136755042043 -728.49481694207327
-753.9337044611379 -1301.138904687696 -853.94962944781741 -883.3291387774915 -1297.46635407780036
-1955.401403098607 -1979.307435569939 -2074.089309814538 -1850.3771806949003 -1996.167626011112
-2389.1419428062541 -2911.3040809772469 -3206.9748365798255 -3260.071243413002 -3250.712320446513
-3049.767932778922 -2914.4189412833271 -2437.142193898825 -2437.1700027784750 -3079.796865176984
-1300 -1379.4251859653853 -1096.95734028307083 -1180.203869249984 -946.5523286503894
-1153.325852613456618 -972.58440244581197 -846.58571591615168 -937.9916357474315 -1253.8888974180300
-1423.719312937948 -1477.2271798443389 -1661.44840420818832 -2219.6208505138993 -1904.7622423947323
-1368.8614775637025 -971.7885436876682 -1529.0485211906239 -1100.5536785048735 -1943.306638695242
-1305.249214319120256 -1687.361295255341 -2334.225755687691 -2599.608215966089 -2295.1906809230459
